Filename,Label,mean_pixel_intensity,std_pixel_intensity,entropy,edge_density,center_brightness,is_augmented,Image URL
Mild_D_02173,MildDemented,98.67996216,73.82718496,3.022881257,0.079864502,158.9609985,FALSE,https://drive.google.com/uc?export=view&id=139OCLcbsyMWn9FvhdSoh-yWJiIIx-5SY
Mild_D_02174,MildDemented,63.38179016,64.49495923,3.420698911,0.076858521,111.8973389,FALSE,https://drive.google.com/uc?export=view&id=1zw3I2xxjZJrIF1PUFfsCHcMthjrm3ADT
Mild_D_02175,MildDemented,70.91465759,77.53191636,3.134671427,0.077209473,133.0013428,FALSE,https://drive.google.com/uc?export=view&id=1Ine7tgpBdvkHNx5ZwCaJA39sKP_COFfT
Mild_D_02176,MildDemented,71.18138123,86.62437757,2.770479177,0.079650879,162.2329712,FALSE,https://drive.google.com/uc?export=view&id=1ddhbv3tTmDecea_FkI4zjYc3eW3OiMMF
Mild_D_02177,MildDemented,45.11102295,66.7279508,2.596710915,0.077377319,99.58978271,FALSE,https://drive.google.com/uc?export=view&id=1f8TodCRgT4WJMEKBOGgYAsInDlPCQGqv
Mild_D_02178,MildDemented,67.4070282,64.07334435,3.149634014,0.064498901,112.7670288,FALSE,https://drive.google.com/uc?export=view&id=15AF-lCE7DAgtIB5jbmp8u2zJO8-OrbS_
Mild_D_02179,MildDemented,71.14788818,89.41899532,2.727944933,0.068283081,179.060791,FALSE,https://drive.google.com/uc?export=view&id=1nv-SAB8HTB4cHbg8pwEQNYbNMke25w9F
Mild_D_02180,MildDemented,66.6302948,69.1131868,3.061572372,0.081848145,113.46698,FALSE,https://drive.google.com/uc?export=view&id=1FXWVBy6eINdx4ttIxDbOooLh3pbvzwv9
Mild_D_02181,MildDemented,63.31468201,72.69797203,2.97235322,0.094284058,134.0739136,FALSE,https://drive.google.com/uc?export=view&id=1JQfnWlBj8B78NhmG1_D6l4xLsjYQWILN
Mild_D_02182,MildDemented,83.95852661,84.01477841,3.15682081,0.094482422,162.2380371,FALSE,https://drive.google.com/uc?export=view&id=1eeDpXLoCprXcBlOG-CC-8CfWOz0u66pp
Mild_D_02183,MildDemented,71.52813721,80.34503955,3.119084584,0.090881348,136.3329468,FALSE,https://drive.google.com/uc?export=view&id=1ZZasaKHXLzNag9VYgvJ8mXkplnUoiMz2
Mild_D_02184,MildDemented,75.78710938,75.86561848,3.075507191,0.085098267,142.130249,FALSE,https://drive.google.com/uc?export=view&id=1REXGgEvjMz3Q4j7GqSVonmz6znKrYXTl
Mild_D_02185,MildDemented,62.31628418,66.30503708,3.056485742,0.082336426,110.7609253,FALSE,https://drive.google.com/uc?export=view&id=1uFq3WJY6zPXgNprVg9tOmezg--nOWlzV
Mild_D_02186,MildDemented,95.67715454,80.87806012,2.755226028,0.078460693,168.1520386,FALSE,https://drive.google.com/uc?export=view&id=1m4DaWdiVDBFoIPr66vNWGK4898iwCYiN
Mild_D_02187,MildDemented,124.2569275,90.24195465,1.928482097,0.053024292,212.609314,FALSE,https://drive.google.com/uc?export=view&id=1iCAKvKX5FE2Mp9SoPixaYI7F8esNV0mG
Mild_D_02188,MildDemented,35.85969543,50.98012214,2.700076771,0.080917358,75.23028564,FALSE,https://drive.google.com/uc?export=view&id=1EqMMz8VqVxG-wW3ZPzB3NBUIbvo1cjlc
Mild_D_02189,MildDemented,82.93086243,81.39070709,3.274203188,0.084152222,151.4293823,FALSE,https://drive.google.com/uc?export=view&id=1dOW53eEEVmhucCvl6Zc6n8vnP2aHkD6B
Mild_D_02190,MildDemented,69.2339325,75.22306576,3.176844672,0.081832886,123.9587402,FALSE,https://drive.google.com/uc?export=view&id=1pe5MLku98OtD33anoPJCBUaaLRv7AcTm
Mild_D_02191,MildDemented,64.60809326,88.48062424,2.594778277,0.076934814,158.4545898,FALSE,https://drive.google.com/uc?export=view&id=1z8TWk8HHRUQUJR4D7qYGOv163FMsPVtb
Mild_D_02192,MildDemented,42.82113647,64.20254051,2.609811817,0.076217651,91.41723633,FALSE,https://drive.google.com/uc?export=view&id=1emFFQDwgcYmYQFaw2LZDJi9Ub3lt8o0m
Mild_D_02193,MildDemented,114.9584656,85.40856604,3.021711063,0.082260132,190.8683472,FALSE,https://drive.google.com/uc?export=view&id=1numMoo6Yyn8YwtjArK0OPkReRLnGIPO5
Mild_D_02194,MildDemented,85.10565186,90.46775812,3.239254612,0.080505371,161.3499756,FALSE,https://drive.google.com/uc?export=view&id=1OeDTcH_8Mhq3swrXGV6g4vvQ926CEash
Mild_D_02195,MildDemented,62.54968262,72.53731069,3.015085486,0.095962524,133.6520386,FALSE,https://drive.google.com/uc?export=view&id=1C4tIlc8k2ZEp0FbmnSnMaGdweVHWmS1R
Mild_D_02196,MildDemented,64.46463013,83.44988003,2.972148457,0.095031738,124.4937744,FALSE,https://drive.google.com/uc?export=view&id=1xUCTEPGEMBSG0zuv9Ygqszy0bR3rRtQX
Mild_D_02197,MildDemented,53.29225159,63.79318695,3.068680876,0.078704834,107.180481,FALSE,https://drive.google.com/uc?export=view&id=11h6Te0yy9Ay1kKurGgNWFcEWVZWsZobP
Mild_D_02198,MildDemented,73.222229,83.36486073,3.010374594,0.094894409,152.8526001,FALSE,https://drive.google.com/uc?export=view&id=1h_RobkrJ0CDqEZ2k4HMEfzaK3E-sMKej
Mild_D_02199,MildDemented,89.45985413,75.85685746,3.292383868,0.076217651,154.7548828,FALSE,https://drive.google.com/uc?export=view&id=1RfpySOR4eDCfNucq8MVl3ZnLR5vSinIO
Mild_D_02200,MildDemented,114.303833,75.87253081,2.769806986,0.074172974,186.0713501,FALSE,https://drive.google.com/uc?export=view&id=1SySshFfD1VVpKtiALA3xEXWSLyE5zTDE
Mild_D_02201,MildDemented,64.96607971,65.05798542,2.667354757,0.056091309,139.449707,FALSE,https://drive.google.com/uc?export=view&id=186Xfhf9FrDhYmIS2_IQmX04jygVC3q__
Mild_D_02202,MildDemented,76.91142273,92.73589428,2.724566443,0.0834198,173.2536011,FALSE,https://drive.google.com/uc?export=view&id=1sDZRd54PRP8C7ZkWU8bkKxyTyyb9dnQG
Mild_D_02203,MildDemented,91.5383606,58.20201965,2.754046417,0.079315186,139.2198486,FALSE,https://drive.google.com/uc?export=view&id=1neNtjxQiNpdIex1qdMgjhvBNAl4r6Wfa
Mild_D_02204,MildDemented,69.97473145,84.61929624,2.998719597,0.087631226,147.8877563,FALSE,https://drive.google.com/uc?export=view&id=1-AoLTF-Vd-hOJjKD_TGpElAO-4s9TsjK
Mild_D_02205,MildDemented,59.54660034,72.36289312,2.830363379,0.086532593,130.2799683,FALSE,https://drive.google.com/uc?export=view&id=1ELC-9I-18XjhIrriqQoY21j6B7BWl9Bl
Mild_D_02206,MildDemented,68.490448,84.89751998,2.804475465,0.071609497,149.2271729,FALSE,https://drive.google.com/uc?export=view&id=1aqLVussCpvzMtx4GPj10tY8-63T7L2_d
Mild_D_02207,MildDemented,114.7508087,69.39217036,2.851536,0.068618774,174.1521606,FALSE,https://drive.google.com/uc?export=view&id=1SxLtchGXFWNuWGqipVe1S_3y4VHRItW1
Mild_D_02208,MildDemented,116.6676178,69.14183733,3.208023625,0.069122314,174.7290039,FALSE,https://drive.google.com/uc?export=view&id=1jvhLn0n5Djq4yYMpzl3EbR5zJUgIsftq
Mild_D_02209,MildDemented,68.03190613,77.8525531,3.057089746,0.085098267,131.3383789,FALSE,https://drive.google.com/uc?export=view&id=1CLgW3GkrY2AW0gG2iac8PbfA_ofqgUjY
Mild_D_02210,MildDemented,74.35676575,65.54422455,3.056502267,0.087493896,138.5476074,FALSE,https://drive.google.com/uc?export=view&id=1HQuJjtUreV4IuX4svo_q6p04EqLZRDAk
Mild_D_02211,MildDemented,56.25431824,73.81857311,2.743314839,0.09022522,128.1762695,FALSE,https://drive.google.com/uc?export=view&id=1FNvY514fim_eM8kwDgBJIMb7Z5g4zMb_
Mild_D_02212,MildDemented,135.3318481,84.98055655,2.524131761,0.073226929,218.392395,FALSE,https://drive.google.com/uc?export=view&id=1Z1mXAveVys-NjCc1SCpmtiAMtus5p9VX
Mild_D_02213,MildDemented,46.60801697,59.2950391,2.863523543,0.091018677,101.371582,FALSE,https://drive.google.com/uc?export=view&id=1QFAVdmJYv4Zz2X8LmADEZvAx3der5xQS
Mild_D_02214,MildDemented,83.2872467,94.8473376,2.910844624,0.101867676,167.3961792,FALSE,https://drive.google.com/uc?export=view&id=1KOMwmIfHEBQpHd3brGt8fIn6PRfgd_Cc
Mild_D_02215,MildDemented,76.48045349,89.12162091,3.084436163,0.081237793,155.401001,FALSE,https://drive.google.com/uc?export=view&id=1cGtOTN4EN-SXH1xV1xCfOUGepRgN4UZd
Mild_D_02216,MildDemented,74.41891479,82.28127569,2.923802529,0.076889038,148.2165527,FALSE,https://drive.google.com/uc?export=view&id=1PuFi7RHbhX3aJxrxBiqOZeE_MdXhehCw
Mild_D_02217,MildDemented,73.31300354,87.748166,2.645197316,0.066452026,181.413208,FALSE,https://drive.google.com/uc?export=view&id=19_0BkC5zehc_Xss3ik5TDKkLxFQvoB10
Mild_D_02218,MildDemented,63.95750427,78.9510546,2.93678828,0.097335815,127.8345947,FALSE,https://drive.google.com/uc?export=view&id=1ACtauRbytfEHk192BosBNqUAVLsE-vJl
Mild_D_02219,MildDemented,81.19555664,81.81776776,3.54584308,0.100540161,140.6117554,FALSE,https://drive.google.com/uc?export=view&id=17eeI6b70byuVusegbYsWTsXF5uwT8FwX
Mild_D_02220,MildDemented,54.96058655,81.98819398,2.385537398,0.066513062,133.0595093,FALSE,https://drive.google.com/uc?export=view&id=1AywTkj-bkjqVxcLi3wVBa2WlNscprGGZ
Mild_D_02221,MildDemented,33.24363708,46.38171286,2.130245734,0.037445068,93.0869751,FALSE,https://drive.google.com/uc?export=view&id=1Hs25tfQqhT2NsGlX0uMROdjXnmVvo5f7
Mild_D_02222,MildDemented,69.90371704,76.88593419,3.03032904,0.076919556,140.9116211,FALSE,https://drive.google.com/uc?export=view&id=1_4UXK0kdzCKTaFEARj72WNOfAReH3Vp7
Mild_D_02223,MildDemented,92.5229187,77.39694051,3.22388499,0.088638306,150.196167,FALSE,https://drive.google.com/uc?export=view&id=1WvHTJRqQEYTmIdMr9uLso7KuwULRzhdQ
Mild_D_02224,MildDemented,59.19252014,78.3043876,2.9053359,0.097366333,120.0596924,FALSE,https://drive.google.com/uc?export=view&id=1io7_sfRibdUkzxnFdoVkzfUULVFKt_mC
Mild_D_02225,MildDemented,60.41767883,70.63715736,2.744869516,0.082366943,132.3240967,FALSE,https://drive.google.com/uc?export=view&id=170_TRMuh4Hi60FcXuhkeB-kGzR-KcADe
Mild_D_02226,MildDemented,70.57418823,81.47311607,3.018875603,0.078018188,142.4892578,FALSE,https://drive.google.com/uc?export=view&id=1m1Dz4oGSl5l0Dw5OP-wqloidXmDd-fN3
Mild_D_02227,MildDemented,96.24533081,92.00994749,3.097903622,0.084869385,177.3440552,FALSE,https://drive.google.com/uc?export=view&id=18SV0T67MNrXBeX8QgsZYgx5yL32YQD2A
Mild_D_02228,MildDemented,79.52307129,86.37472663,3.281112108,0.083404541,136.2435913,FALSE,https://drive.google.com/uc?export=view&id=1PEbaBML0rYwVKFDPHLgS3smN1bvSwaaO
Mild_D_02229,MildDemented,68.90884399,80.94104641,3.031638909,0.080459595,141.3087769,FALSE,https://drive.google.com/uc?export=view&id=1Pwlawe9IA5q9Ixl8YpD6DFtPgM2Fm4fk
Mild_D_02230,MildDemented,62.32394409,81.65018622,2.753500739,0.072814941,126.8890381,FALSE,https://drive.google.com/uc?export=view&id=14p3HsNOYH18WK3g2dXr-JMepgvLc7J1x
Mild_D_02231,MildDemented,70.19552612,87.90829445,2.800256813,0.079650879,171.5641479,FALSE,https://drive.google.com/uc?export=view&id=1-uwsqWsq2WLIBg_lEsQ0KHSp25R7SbO0
Mild_D_02232,MildDemented,49.88720703,60.87029024,2.64503924,0.061050415,114.46698,FALSE,https://drive.google.com/uc?export=view&id=1RySbfU_AmBh5qD7KxgFszxPH9WOa5Njm
Mild_D_02233,MildDemented,81.17695618,84.56189649,3.354904421,0.08001709,158.5975952,FALSE,https://drive.google.com/uc?export=view&id=19TUSEqGvov-WKVpww7UHxfOTbPw7BwYH
Mild_D_02234,MildDemented,66.01193237,79.70539079,2.985696173,0.091796875,132.5023804,FALSE,https://drive.google.com/uc?export=view&id=1f0SeWYQCUc2ls1ZwKOSCSoVLQ6LPfQR6
Mild_D_02235,MildDemented,19.78865051,31.9365281,2.255722646,0.049224854,41.68261719,FALSE,https://drive.google.com/uc?export=view&id=1ttNm5b5jQ2yNELBJhNhgqBKBHaY869s-
Mild_D_02236,MildDemented,39.05209351,61.61460286,2.348446502,0.072631836,90.1729126,FALSE,https://drive.google.com/uc?export=view&id=12RKOJmTHtjoQ-_8p4hHV5o7hsjuj4HUw
Mild_D_02237,MildDemented,77.34190369,87.10631598,3.161321582,0.07800293,144.8429565,FALSE,https://drive.google.com/uc?export=view&id=1CFMnh1_tMRoVUn2Kz2TSMjz08JTwbnIg
Mild_D_02238,MildDemented,99.19612122,58.61881394,3.251615717,0.073776245,144.9194946,FALSE,https://drive.google.com/uc?export=view&id=1UoKS2RmIjoxlveGCCMn7dPi3jpNoOBzM
Mild_D_02239,MildDemented,64.0428009,82.44700214,2.7793166,0.071990967,135.2733154,FALSE,https://drive.google.com/uc?export=view&id=1CIF41rfOlhGKRYVjyumg6r0l8wjgbmgZ
Mild_D_02240,MildDemented,89.20373535,79.43657642,2.777639216,0.082733154,165.4533691,FALSE,https://drive.google.com/uc?export=view&id=1HkVv-BEUSq0BSs4wNCz-YShTBsEz5-1e
Mild_D_02241,MildDemented,72.3314209,77.10907397,3.261204683,0.085739136,134.9710083,FALSE,https://drive.google.com/uc?export=view&id=1CCLk1eedipvNvABFGP71GwAF3E2G0dmT
Mild_D_02242,MildDemented,40.36454773,56.23232735,2.560718265,0.070480347,88.98809814,FALSE,https://drive.google.com/uc?export=view&id=1VOERlJtMEuiK3R6BGOaEAxtZyAdYKiJc
Mild_D_02243,MildDemented,69.99664307,83.34269281,3.014201546,0.084197998,152.8013916,FALSE,https://drive.google.com/uc?export=view&id=1pN1t_GJHjxPHgxqbWGIBXdkapj_IYu1p
Mild_D_02244,MildDemented,47.69891357,59.25902672,2.878267553,0.077377319,101.6760254,FALSE,https://drive.google.com/uc?export=view&id=1stHdkuWrM7vQXe6_iTaGkPBdiW726Pls
Mild_D_02245,MildDemented,51.22146606,59.28189318,2.886202169,0.072235107,103.1697998,FALSE,https://drive.google.com/uc?export=view&id=1TdR7WctMJN0dji2ExYMRauj3Hl2kRKXr
Mild_D_02246,MildDemented,107.9233093,83.22848045,2.407991138,0.07081604,192.046875,FALSE,https://drive.google.com/uc?export=view&id=1liBaWYJw4OI9nRAJfCplEPLZTSP4UerY
Mild_D_02247,MildDemented,96.8303833,88.64355193,2.94850869,0.093795776,177.6218262,FALSE,https://drive.google.com/uc?export=view&id=1Hngonofh1w5-BEtNnidcFtatHVIxNXIu
Mild_D_02248,MildDemented,91.57830811,87.32610512,2.597293905,0.073196411,164.2203979,FALSE,https://drive.google.com/uc?export=view&id=1tFaTy6-x6EMlhHQw3aYT5v1qGt7byyl6
Mild_D_02249,MildDemented,96.16374207,77.93018463,3.186502655,0.082397461,156.9781494,FALSE,https://drive.google.com/uc?export=view&id=1MfUIB6TaicoHyBM1cGXnWbRDTawq23A4
Mild_D_02250,MildDemented,65.4708252,80.83966681,2.730039247,0.065124512,163.0289307,FALSE,https://drive.google.com/uc?export=view&id=1jifzoudTwHKvOfirczdqp8dDGjdQ1ja2
Mild_D_02251,MildDemented,32.37031555,44.93574137,2.524970207,0.061340332,69.61254883,FALSE,https://drive.google.com/uc?export=view&id=131vy3zmsZ5S63hb2tbnLIvZxzwd9FykK
Mild_D_02252,MildDemented,83.62561035,101.0549987,2.487281258,0.081130981,186.5015259,FALSE,https://drive.google.com/uc?export=view&id=1vmzOEqe3ZQGWh2A64JBQIYtwbhdJm5mT
Mild_D_02253,MildDemented,58.9365387,61.10626658,3.132002138,0.05859375,116.5545654,FALSE,https://drive.google.com/uc?export=view&id=1GwZxTZhTwIYVWmI86xv5kv0RuYrb2T0F
Mild_D_02254,MildDemented,73.13938904,85.58611932,2.991691459,0.074691772,150.9228516,FALSE,https://drive.google.com/uc?export=view&id=1fhxzZoSZ0wkLLEqiLYpQaa9ZOHQBpX9Y
Mild_D_02255,MildDemented,106.7103729,89.24234921,2.541509661,0.076019287,186.4521484,FALSE,https://drive.google.com/uc?export=view&id=1rDFhOTNg8_TT-xrnpQjQYxPK_7vTrkjP
Mild_D_02256,MildDemented,43.26194763,63.89132143,2.33494341,0.06628418,105.5480347,FALSE,https://drive.google.com/uc?export=view&id=1kR7WxuHVtDRf-hFOaTE7cTB3xh3mErz4
Mild_D_02257,MildDemented,66.6915741,78.90637906,3.080274588,0.089523315,127.4529419,FALSE,https://drive.google.com/uc?export=view&id=1nIL4VSNYca88l5ZAXYvV1QJMgJSdylHM
Mild_D_02258,MildDemented,70.62321472,69.6006083,3.040292596,0.092758179,138.6759644,FALSE,https://drive.google.com/uc?export=view&id=1KniR-BChMlOTmhUED8V8Vui6-p_HR2Cv
Mild_D_02259,MildDemented,57.12437439,70.8620483,2.957807892,0.0884552,116.8678589,FALSE,https://drive.google.com/uc?export=view&id=1xHvyVU_xQoANhXrKs-PA643IDTlLEzFv
Mild_D_02260,MildDemented,50.86308289,62.72590283,2.717169914,0.066070557,111.8707275,FALSE,https://drive.google.com/uc?export=view&id=1ddlINrrBh4lKroW4cvuA9ZktNdv-2dUb
Mild_D_02261,MildDemented,103.6263275,71.44856025,2.75762092,0.075531006,166.7584839,FALSE,https://drive.google.com/uc?export=view&id=1G8Dzz3bk0amBHVCLVPreoPN2WX2L0eX-
Mild_D_02262,MildDemented,75.12094116,71.77803172,2.984170297,0.066314697,130.9681396,FALSE,https://drive.google.com/uc?export=view&id=1HjoNVdU63NJFQ6SiRZxA0bYi_zbNEjmi
Mild_D_02263,MildDemented,50.81658936,63.69587587,2.789912042,0.075836182,101.6010742,FALSE,https://drive.google.com/uc?export=view&id=1B2gFIv2tw-s85jpOJX9iwo5qXuDFDX5-
Mild_D_02264,MildDemented,65.03353882,79.67994816,2.921091976,0.078338623,135.2516479,FALSE,https://drive.google.com/uc?export=view&id=1HK5XsZbOYQgwfbTkViS3pTwYf3h7k7H8
Mild_D_02265,MildDemented,78.1749115,41.98664898,2.336604865,0.023239136,126.9284668,FALSE,https://drive.google.com/uc?export=view&id=17vA1w1nqmIDVI1d96GqQBG7t1ChsyatH
Mild_D_02266,MildDemented,72.71522522,83.42819802,3.040751835,0.092941284,155.0125122,FALSE,https://drive.google.com/uc?export=view&id=1qGIZAGvKDytTmh3xCtk9IISy9dXzspsR
Mild_D_02267,MildDemented,62.14016724,80.82454851,2.51777068,0.063476563,138.3079834,FALSE,https://drive.google.com/uc?export=view&id=1xWaZ38vGKHTdNEdlijlfBzHWsXdSrAYQ
Mild_D_02268,MildDemented,77.23231506,90.94098972,2.897600631,0.062728882,173.5783081,FALSE,https://drive.google.com/uc?export=view&id=1sAn-ENfQSeqrtJaE1bYzJxpHphshCLr9
Mild_D_02269,MildDemented,83.80281067,94.29923852,2.812765363,0.078979492,173.1925049,FALSE,https://drive.google.com/uc?export=view&id=1cZbOUvCB5ikAwoKcRq8snt93-7_b8MSO
Mild_D_02270,MildDemented,74.91473389,78.79284932,3.497874726,0.091766357,131.1057739,FALSE,https://drive.google.com/uc?export=view&id=10MBTj_BaCsadplJcOFGMeTlzzJLd4RCm
Mild_D_02271,MildDemented,61.1603241,70.12940228,2.944260521,0.074386597,123.9247437,FALSE,https://drive.google.com/uc?export=view&id=19BFj1rm44-pP_3nJ8UBQoukrZZJCkK6o
Mild_D_02272,MildDemented,81.32836914,100.0337896,2.561157154,0.084976196,176.118103,FALSE,https://drive.google.com/uc?export=view&id=1dVVB8QIqcH0oCjqWaxwiXIYM6fyHW95w
Mild_D_02273,MildDemented,72.23492432,78.87181364,3.053450519,0.088867188,141.0452271,FALSE,https://drive.google.com/uc?export=view&id=1qxubD0H_YgqafPEinBdJXJqEofcAjF2_
Mild_D_02274,MildDemented,82.85968018,78.34505548,2.846986746,0.094329834,158.0986938,FALSE,https://drive.google.com/uc?export=view&id=1VhxTlq4UCdWG2iub5Jr5Sm4cORAMPolr
Mild_D_02275,MildDemented,70.35102844,75.17450378,2.716097055,0.069274902,145.7612915,FALSE,https://drive.google.com/uc?export=view&id=1GQ937kGW28a_cBxjLgv81_Wq8N8OV8Iq
Mild_D_02276,MildDemented,71.68928528,77.11564828,2.959912611,0.072418213,139.7102051,FALSE,https://drive.google.com/uc?export=view&id=1lmzDk0HXpvBB-pFGvcFMwOrirnMHYm0O
Mild_D_02277,MildDemented,63.26014709,83.47462871,2.81436712,0.098190308,140.1226196,FALSE,https://drive.google.com/uc?export=view&id=130R_r8YdJt0jwKgkvNOlGwg2OUFJUvlr
Mild_D_02278,MildDemented,80.25572205,92.24046408,3.01449246,0.09942627,168.3418579,FALSE,https://drive.google.com/uc?export=view&id=1uTH8-lp8DKB9C9OxEQjKa0CNacnD_Ujl
Mild_D_02279,MildDemented,75.36325073,81.23712023,3.24889607,0.080688477,147.831543,FALSE,https://drive.google.com/uc?export=view&id=1QGqMoVb9cwhuGLYblUGcrfRJELNQta1i
Mild_D_02280,MildDemented,124.2249146,90.42840043,2.354073584,0.072021484,196.5257568,FALSE,https://drive.google.com/uc?export=view&id=1w83aFH8SFsw1FB--UhJXcDgAXCewv3yX
Mild_D_02281,MildDemented,77.90046692,93.83449641,2.737377644,0.073776245,171.416626,FALSE,https://drive.google.com/uc?export=view&id=1JmYMtaB_BQ5zqSUAWradygEm2s5-tNS9
Mild_D_02282,MildDemented,85.62142944,95.44297707,2.958522217,0.086044312,167.1653442,FALSE,https://drive.google.com/uc?export=view&id=1fDt5Z0LXMN-INYtMGVxpZXvTAuCYNwUU
Mild_D_02283,MildDemented,81.90606689,100.8575489,2.447216134,0.079864502,163.0332031,FALSE,https://drive.google.com/uc?export=view&id=1UfFohZwmOl5NrDcwNG7iuJBnwPgXb5XR
Mild_D_02284,MildDemented,89.36611938,97.7752938,3.031535038,0.092453003,173.569458,FALSE,https://drive.google.com/uc?export=view&id=10icYBD-rZZ36ZxkRJMXb4Ssvk1AHSLew
Mild_D_02285,MildDemented,64.06988525,75.97350451,2.980637834,0.080596924,129.6608887,FALSE,https://drive.google.com/uc?export=view&id=1-CcFLoMFR3OCVdZXduxenRhIYkiW6SoK
Mild_D_02286,MildDemented,68.54669189,78.18262885,2.970245805,0.088470459,136.2218018,FALSE,https://drive.google.com/uc?export=view&id=15F58maw_kZzoVwsrAM3GEjhT9lX7TuPE
Mild_D_02287,MildDemented,69.07202148,81.15285848,2.908921838,0.078689575,143.1760864,FALSE,https://drive.google.com/uc?export=view&id=1a7lNCXY2zad5GJy8dxyDUe0VMblXrOML
Mild_D_02288,MildDemented,84.54602051,78.76764079,3.035965528,0.092575073,158.5371094,FALSE,https://drive.google.com/uc?export=view&id=1mWN6r01bHypfQdOXyoQ0WkcBLor_2uJx
Mild_D_02289,MildDemented,103.3988342,64.78295099,2.807033927,0.067230225,166.1459961,FALSE,https://drive.google.com/uc?export=view&id=1FDMCq6SRLPA7J00O5xOkysWUyS8y1e7V
Mild_D_02290,MildDemented,57.63923645,62.07291081,2.93350913,0.094070435,106.8475342,FALSE,https://drive.google.com/uc?export=view&id=108tu4KBZUN7gYKGJ2NdqcLyN3HKtG2ZH
Mild_D_02291,MildDemented,83.3808136,84.89395447,3.313561018,0.091293335,154.9852905,FALSE,https://drive.google.com/uc?export=view&id=1NE1Ddcc5HCB3dJTvq8AM2y77OIPwCLIR
Mild_D_02292,MildDemented,108.1105652,82.44551117,2.7663217,0.070968628,181.4540405,FALSE,https://drive.google.com/uc?export=view&id=1unV4HBOMOF80FFLPNunLhAdlocWbGXA_
Mild_D_02293,MildDemented,77.76126099,78.53977286,3.088670579,0.084899902,144.2375488,FALSE,https://drive.google.com/uc?export=view&id=13a1EeXjijvHPas7YMFTat3owf_wfo7Ob
Mild_D_02294,MildDemented,99.76193237,85.7469309,3.017477841,0.090957642,175.8287964,FALSE,https://drive.google.com/uc?export=view&id=1KCelaAkCS7y_IdxwExOb5_62OKIEcM5-
Mild_D_02295,MildDemented,76.86911011,63.4971867,2.906176752,0.078842163,127.9639282,FALSE,https://drive.google.com/uc?export=view&id=1udch_9r--TWyRWFaVLSi6Kjfr0YWtJyn
Mild_D_02296,MildDemented,58.9130249,57.76584533,2.898476614,0.062057495,118.1270142,FALSE,https://drive.google.com/uc?export=view&id=16xnfMVcyBGouhF9GNA0bYR8uH2at0wRj
Mild_D_02297,MildDemented,50.45991516,63.31996606,2.914464463,0.088439941,101.1203003,FALSE,https://drive.google.com/uc?export=view&id=1nHBtvS2jlTsZuVbW_bqx19oVYk29IZ0g
Mild_D_02298,MildDemented,71.04322815,68.46351738,2.99859036,0.076004028,128.5797119,FALSE,https://drive.google.com/uc?export=view&id=1lkhH1vHjeCWRn9dG0HseW4X32dFk7mvu
Mild_D_02299,MildDemented,64.29977417,76.60903049,2.846242829,0.076400757,135.3792114,FALSE,https://drive.google.com/uc?export=view&id=1Qbxyauj7LrK298Ad7g0K90T3QW1umYCL
Mild_D_02300,MildDemented,93.53862,91.9897759,2.762383455,0.085189819,170.151123,FALSE,https://drive.google.com/uc?export=view&id=1fwnETIWJxom2mvZM4NKO6j_xFdZC92a0
Mild_D_02301,MildDemented,73.3248291,82.11451662,3.077553447,0.087905884,143.8184814,FALSE,https://drive.google.com/uc?export=view&id=12W4TvbxRZOdeXs8GAWNWaJqNaxLvgn6m
Mild_D_02302,MildDemented,69.25340271,85.16155058,2.815312287,0.073257446,150.7104492,FALSE,https://drive.google.com/uc?export=view&id=14KuCcpAiUWHZ8QtmdTc1ymAaldYBDiYK
Mild_D_02303,MildDemented,48.9853363,64.91972405,2.65496552,0.075332642,108.1307983,FALSE,https://drive.google.com/uc?export=view&id=1Mv7KSkZY_D9qZdLOboFPc5WNIqXnpnUR
Mild_D_02304,MildDemented,61.67457581,71.66846032,2.947540243,0.087081909,128.0552979,FALSE,https://drive.google.com/uc?export=view&id=1TWzi-pajpVqhLxsoCEPiJ339b8D8M0oV
Mild_D_02305,MildDemented,74.0450592,80.48140316,2.959238139,0.078689575,151.2736816,FALSE,https://drive.google.com/uc?export=view&id=1BswNHTh4iUGOOLlsvuCUQM6_K4bnjKN7
Mild_D_02306,MildDemented,79.45881653,88.89529594,3.076103831,0.091629028,156.8355713,FALSE,https://drive.google.com/uc?export=view&id=1_VALfxtRjxosoy8FLj28GJHIV4d0XWf3
Mild_D_02307,MildDemented,59.21304321,61.96188506,2.692776053,0.064865112,121.03479,FALSE,https://drive.google.com/uc?export=view&id=1HKV-IRlN3LPPMEfpkkChHN3p1tY41GpW
Mild_D_02308,MildDemented,83.84339905,78.54204875,2.750823692,0.078140259,154.6920776,FALSE,https://drive.google.com/uc?export=view&id=1aIBLZ-BJfZ37bfGmyT0PsmbPJKVpvdIP
Mild_D_02309,MildDemented,65.49211121,65.74441562,3.435307993,0.081619263,106.05896,FALSE,https://drive.google.com/uc?export=view&id=1bXVs6vllLeGJNpLoGTjUlFXEcKbGu571
Mild_D_02310,MildDemented,74.24549866,88.15880484,2.941473459,0.084762573,154.4918823,FALSE,https://drive.google.com/uc?export=view&id=1gf8zU8QOUg-621Hfq-FbhYJ8773LMydK
Mild_D_02311,MildDemented,107.2553864,73.40912128,3.083375378,0.08644104,174.1177368,FALSE,https://drive.google.com/uc?export=view&id=186oUJax_fx2Vi3gsrovFxxxiqLVRwoJU
